what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774423800
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479774458422
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774466168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774475376
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774482580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479774483345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774484661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774486860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479774488277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774489647
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479774490670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774491821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774493578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774494114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774497621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774500238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774534502
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479774560114
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774564000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774566647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479774567124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479774567616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479774568222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774568452
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479774569142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774570479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774572339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774572894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774576404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774583529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774609735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774613947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774616765
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774616871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774644944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774739595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479774765211
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479774773602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479774783515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774783923
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479774784806
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774784967
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774785014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479774787736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479774790017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774791503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479774798705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774799838
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774802315
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774802315
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479774803080
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774805192
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774805234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479774807454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479774808551
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1479774809714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774814342
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774815201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479774817541
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774819048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479774820145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479774821751
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774824394
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479774844047
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479774846672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774847835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774853894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479774882110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479775666486
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479775667554
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479775670393
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479775673555
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479775678662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1479775685237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479775695557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479775696481
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479775698783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479775700052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479775707351
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479776147058
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479776151185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776152622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776905971
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479776908632
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479776912133
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479776914229
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479776916079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479776927572
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479776928690
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479776930782
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479776932958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776934190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776936592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776937179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776956741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776959942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479776995667
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479777020576
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777024076
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777030251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479777036406
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777037060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479777056779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777067477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777068501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777138664
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1479777142702
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1479777142920
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1479777143122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777148022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479777157349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479777165041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777166749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479777170434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479777171189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777171393
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777174082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777175172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777177010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777177570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777237946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777241021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777244736
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777244861
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777252155
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777269172
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479777278506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479777280706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777282509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777306053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777306240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777367568
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777368501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479777369387
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479777369506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777370277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479777373264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479777373367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777373680
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777374482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777375694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777377737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777378045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777392250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777395225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777434290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777436436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777437326
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479777438447
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777442325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1479777442600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1479777442993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1479777443366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1479777443677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777444175
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777446255
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777446255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479777450467
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777452196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777453215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1479777453233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777454553
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479777455297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479777455840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777457629
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777462133
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777462133
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777464100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777465160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777467031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777467596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777471976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777473639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777482090
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777485621
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777485663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777498282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777505064
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777510380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777515595
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777517171
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777518763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777519477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777591999
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777593907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777595171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777603569
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479777603935
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777604115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777607660
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777608594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777609811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777642863
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479777643663
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777647604
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777649005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479777655886
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777656810
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777656965
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777657008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479777662262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1479777662777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479777663632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479777664966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479777667033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479777667158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479777668038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777669404
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777675932
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777678270
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777679168
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777679168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777689157
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777690010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777691596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777694052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777694108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777697623
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777699891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777715417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777719220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777732490
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479777734838
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777736200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777739896
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777742442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777743967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777753816
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777753829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777758156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1479777769202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777770478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479777778833
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479777780502
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479777782254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479777797120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479777798260
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479777801848
