what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479779826257
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479779828254
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1479779830464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779861586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779869092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779878363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779900805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779902769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779913316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779915074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779919819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779920682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779940278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779941169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779944930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479779950364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779952450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779955276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479779961463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479779964694
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479779968952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479779979706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479779989361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779990046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779990790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479779995830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479780006917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479780009906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479780016379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479780019152
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1479780024493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479780024988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479780037811
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479780046128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479780046768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479780071659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479780074529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479780075147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479780076732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479780078756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479780084526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479780087257
